team_id,game_length,fouls_committed,fouls_3q_committed,opp_tib,opp_3q_tib,ft_allowed,ft_3q_allowed,fouls_against,fouls_3q_against,own_tib,own_3q_tib,ft_gained,ft_3q_gained,win,opp_percent_tib,own_percent_tib,opp_percent_3q_tib,own_percent_3q_tib,game_id,off_points_p,off_poss_p,off_tov_p,def_points_p,def_poss_p,def_tov_p,off_points_np,off_poss_np,off_tov_np,def_points_np,def_poss_np,def_tov_np
1610612761,3180,20,11,610,284,2,2,33,22,1499,1167,12,10,1,0.1918238993710692,0.47138364779874214,0.13148148148148148,0.5402777777777777,0021900001,60,59.418879999999994,9,28,24.24384,4,70,57.42784,7,94,86.82496,15
1610612740,3180,33,22,1499,1167,12,10,20,11,610,284,2,2,0,0.47138364779874214,0.1918238993710692,0.5402777777777777,0.13148148148148148,0021900001,28,24.24384,4,60,59.418879999999994,9,94,86.82496,15,70,57.42784,7
1610612746,2880,22,19,1025,998,8,8,24,17,789,559,2,0,1,0.3559027777777778,0.27395833333333336,0.462037037037037,0.2587962962962963,0021900002,38,25.9616,2,42,37.79072,4,74,66.32896,12,60,59.06752,10
1610612747,2880,24,17,789,559,2,0,22,19,1025,998,8,8,0,0.27395833333333336,0.3559027777777778,0.2587962962962963,0.462037037037037,0021900002,42,37.79072,4,38,25.9616,2,60,59.06752,10,74,66.32896,12
1610612766,2880,16,11,281,166,0,0,19,14,488,467,6,2,1,0.09756944444444444,0.16944444444444445,0.07685185185185185,0.2162037037037037,0021900003,32,20.57408,1,12,10.69696,2,94,81.94496,18,113,91.47072,8
1610612741,2880,19,14,488,467,6,2,16,11,281,166,0,0,0,0.16944444444444445,0.09756944444444444,0.2162037037037037,0.07685185185185185,0021900003,12,10.69696,2,32,20.57408,1,113,91.47072,8,94,81.94496,18
1610612754,2880,25,16,972,554,10,2,19,15,792,423,8,8,0,0.3375,0.275,0.2564814814814815,0.19583333333333333,0021900004,30,31.388159999999996,5,50,36.463359999999994,5,80,70.6624,10,69,61.64416,13
1610612765,2880,19,15,792,423,8,8,25,16,972,554,10,2,1,0.275,0.3375,0.19583333333333333,0.2564814814814815,0021900004,50,36.463359999999994,5,30,31.388159999999996,5,69,61.64416,13,80,70.6624,10
1610612753,2880,17,14,473,473,2,2,14,8,299,179,4,2,1,0.1642361111111111,0.10381944444444445,0.21898148148148147,0.08287037037037037,0021900005,6,11.24352,1,16,18.192639999999997,2,88,86.70784,12,69,79.99296,14
1610612739,2880,14,8,299,179,4,2,17,14,473,473,2,2,0,0.10381944444444445,0.1642361111111111,0.08287037037037037,0.21898148148148147,0021900005,16,18.192639999999997,2,6,11.24352,1,69,79.99296,14,88,86.70784,12
